RprtDt,StateCd,Number of plan reassessments,Questionnaire,Indicator number,Indicator description,percentage Baseline,percentage Reassessment 1,percentage Reassessment 2,percentage Reassessment 3,percentage Reassessment 4,percentage Reassessment 5,percentage Reassessment 6,percentage Reassessment 7,percentage Reassessment 8
31/12/2024,NSW,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.50,0.53,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.82,0.82,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.84,0.85,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.48,0.48,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.87,0.89,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.32,0.34,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.80,0.81,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.55,0.55,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.87,0.89,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.79,0.77,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.73,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.76,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.78,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.81,na,na,na,na,na,na,na
31/12/2024,NSW,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.55,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.11,0.11,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.29,0.32,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.44,0.49,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.81,0.79,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.88,0.91,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.57,0.58,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.87,0.91,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.36,0.40,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.64,0.64,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.56,0.55,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.85,0.86,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.91,0.85,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.57,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.65,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.72,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.66,na,na,na,na,na,na,na
31/12/2024,NT,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.37,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.16,0.18,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.39,0.45,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.48,0.50,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.79,0.78,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.82,0.84,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.46,0.46,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.89,0.91,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.35,0.37,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.80,0.81,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.45,0.44,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.87,0.89,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.74,0.71,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.74,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.77,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.79,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.81,na,na,na,na,na,na,na
31/12/2024,QLD,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.52,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.12,0.16,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.35,0.47,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.51,0.52,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.80,0.79,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.83,0.84,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.48,0.47,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.88,0.90,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.28,0.31,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.79,0.79,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.51,0.49,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.87,0.89,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.73,0.70,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.70,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.76,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.77,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.80,na,na,na,na,na,na,na
31/12/2024,SA,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.50,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.23,0.27,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.38,0.47,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.42,0.44,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.79,0.81,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.77,0.78,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.47,0.48,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.91,0.90,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.35,0.37,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.83,0.81,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.51,0.54,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.90,0.91,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.75,0.74,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.62,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.71,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.69,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.74,na,na,na,na,na,na,na
31/12/2024,TAS,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.44,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.14,0.16,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.33,0.39,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.50,0.52,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.82,0.83,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.81,0.83,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.43,0.42,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.89,0.91,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.29,0.31,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.75,0.75,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.44,0.42,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.84,0.85,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.74,0.70,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.70,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.74,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.74,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.76,na,na,na,na,na,na,na
31/12/2024,VIC,1,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.49,na,na,na,na,na,na,na
31/12/2024,WA,1,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.13,0.14,na,na,na,na,na,na,na
31/12/2024,WA,1,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.35,0.42,na,na,na,na,na,na,na
31/12/2024,WA,1,Family/carer of participant 0 to 14,3,% working in a paid job,0.50,0.53,na,na,na,na,na,na,na
31/12/2024,WA,1,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.79,0.79,na,na,na,na,na,na,na
31/12/2024,WA,1,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.80,0.81,na,na,na,na,na,na,na
